"source","target","target_type","exclude_from_all","target_family","production","win32ide","deep2","test","benchmark","conditional","duplicate_family","stub_risk","line"
"src/engine/pyre_compute.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/engine/react_ide_generator.cpp","rawrxd-monaco-gen","executable","false","supporting production","true","false","false","false","false","false","","false","3541"
"src/engine/sampler.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/engine/transformer.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/feature_flags_runtime.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/feature_registry_panel.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","feature_registry_panel.cpp","false","5079"
"src/full_agentic_ide/AgenticIOCPBridge.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/full_agentic_ide/AgenticPlanningOrchestrator.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/full_agentic_ide/FullAgenticIDE.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/ggml/ggml_nanoquant.cpp","RawrXD_NanoQuant","library","false","supporting production","true","false","false","false","false","true","","false","3220"
"src/gguf_d3d12_bridge.cpp","RawrXD_Gold","executable","false","shipped/product","true","false","false","false","false","false","","false","2376"
"src/gguf_d3d12_bridge.cpp","RawrXD-AutoFixCLI","executable","false","supporting production","true","false","false","false","false","true","","false","6051"
"src/gguf_d3d12_bridge.cpp","RawrXD-Benchmark","executable","true","benchmark","false","false","false","false","true","true","","false","6083"
"src/gguf_d3d12_bridge.cpp","RawrXD-FusedBenchmark","executable","true","benchmark","false","false","false","false","true","true","","false","6128"
"src/gguf_d3d12_bridge.cpp","RawrXD-KVBenchmark","executable","true","benchmark","false","false","false","false","true","true","","false","6159"
"src/gguf_d3d12_bridge.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/gguf_loader.cpp","BackendOrchestratorShardSmoke","executable","true","test","false","false","false","true","false","false","","false","6671"
"src/gguf_loader.cpp","rawrxd","executable","true","excluded/experimental","false","false","false","false","false","true","","false","222"
"src/gguf_loader.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/gguf_loader.cpp","val_051_2_a_real_token","executable","true","excluded/experimental","false","false","false","false","false","true","","false","321"
"src/gguf_masm_weight_bridge.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/gguf_masm_weight_bridge.cpp","TestMASMInference","executable","true","test","false","false","false","true","false","false","","false","7021"
"src/gguf_vocab_resolver.cpp","BackendOrchestratorShardSmoke","executable","true","test","false","false","false","true","false","false","","false","6671"
"src/gguf_vocab_resolver.cpp","rawrxd","executable","true","excluded/experimental","false","false","false","false","false","true","","false","6764"
"src/gguf_vocab_resolver.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/gguf_vocab_resolver.cpp","val_051_2_a_real_token","executable","true","excluded/experimental","false","false","false","false","false","true","","false","321"
"src/gpu/speculative_decoder_v2.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/hot_patcher.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/hybrid_cloud_manager.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/ide/ANSIColorParser.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/ide/Deep2Bridge.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","deep2bridge.cpp","false","5079"
"src/ide/FindReplaceDialog.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/ide/GitCommitDialog.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/ide/GitDiffViewer.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/ide/language_plugin.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/ide/refactoring_plugin.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/ide/resource_generator.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/ide/SovereignSharedMemoryBridge.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/ide/SovereignSharedMemoryBridge.cpp","TestSovereignBridge","executable","true","test","false","false","false","true","false","false","","false","6987"
"src/ide/test_sovereign_bridge.cpp","TestSovereignBridge","executable","true","test","false","false","false","true","false","false","","false","6987"
"src/inference/ai_model_caller_real.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/inference/Deep2Engine.cpp","Deep2Engine_IntegrationTest","executable","false","test","false","false","false","true","false","true","deep2engine.cpp","false","4997"
"src/inference/Deep2Engine.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","deep2engine.cpp","false","5079"
"src/inference/DualGpuPipeline.cpp","Deep2Engine_IntegrationTest","executable","false","test","false","false","false","true","false","true","","false","4997"
"src/inference/DualGpuPipeline.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/inference/gpu_dispatch_gate.cpp","RawrXD_Gold","executable","false","shipped/product","true","false","false","false","false","false","","false","2376"
"src/inference/gpu_dispatch_gate.cpp","RawrXD-AutoFixCLI","executable","false","supporting production","true","false","false","false","false","true","","false","6051"
"src/inference/gpu_dispatch_gate.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/inference/inference_engine_real.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/inference/inference_standalone_main.cpp","RawrXD-InferenceEngine","executable","true","excluded/experimental","false","false","false","false","false","false","","false","3398"
"src/inference/MemoryPressureGuard.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/inference/OutOfCoreScheduler.cpp","Deep2Engine_IntegrationTest","executable","false","test","false","false","false","true","false","true","","false","4997"
"src/inference/OutOfCoreScheduler.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/inference/PerformanceMonitor.cpp","RawrEngine","executable","false","shipped/product","true","false","false","false","false","false","","false","1967"
"src/inference/PerformanceMonitor.cpp","RawrXD_Gold","executable","false","shipped/product","true","false","false","false","false","false","","false","2376"
"src/inference/PerformanceMonitor.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/InferenceProfiler.cpp","BackendOrchestratorShardSmoke","executable","true","test","false","false","false","true","false","false","","false","6671"
"src/InferenceProfiler.cpp","RawrEngine","executable","false","shipped/product","true","false","false","false","false","false","","false","1967"
"src/InferenceProfiler.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/intelligent_codebase_engine.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/interpretability_panel_enhanced.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/kernels/flash_attention.cpp","RawrXD-Benchmark","executable","true","benchmark","false","false","false","false","true","true","flash_attention.cpp","false","6083"
"src/kernels/q4_preprocessed_avx512.asm","q4_preprocessed_avx512","library","false","supporting production","true","false","false","false","false","true","","false","7164"
"src/kernels/VulkanComputeKernels.cpp","Deep2Engine_IntegrationTest","executable","false","test","false","false","false","true","false","true","","false","4997"
"src/kernels/VulkanComputeKernels.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/LanguageServerIntegration.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/license_enforcement.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/llm_adapter/gguf_k_quants.cpp","RawrXD-ModelAnalysis","executable","true","excluded/experimental","false","false","false","false","false","true","","false","6615"
"src/llm_adapter/gguf_k_quants.cpp","RawrXD-TpsSmoke","executable","true","benchmark","false","false","false","false","true","true","","false","6559"
"src/llm_adapter/gguf_k_quants.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/llm_adapter/GGUFRunner.cpp","RawrXD-TpsSmoke","executable","true","benchmark","false","false","false","false","true","true","","false","6559"
"src/llm_adapter/GGUFRunner.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/llm_adapter/QuantBackend.cpp","RawrXD-TpsSmoke","executable","true","benchmark","false","false","false","false","true","true","","false","6559"
"src/llm_adapter/QuantBackend.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/llm_adapter/rawrxd_ggufrunner_signals.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/logging/Logger.cpp","RawrEngine","executable","false","shipped/product","true","false","false","false","false","false","logger.cpp","false","1967"
"src/logging/Logger.cpp","rawrxd","executable","true","excluded/experimental","false","false","false","false","false","true","logger.cpp","false","6764"
"src/logging/Logger.cpp","RawrXD_Gold","executable","false","shipped/product","true","false","false","false","false","false","logger.cpp","false","2376"
"src/logging/Logger.cpp","RawrXD-TpsSmoke","executable","true","benchmark","false","false","false","false","true","true","logger.cpp","false","6559"
"src/logging/Logger.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","logger.cpp","false","5079"
"src/logging/Logger.cpp","val_051_2_a_real_token","executable","true","excluded/experimental","false","false","false","false","false","true","logger.cpp","false","321"
"src/lsp_client.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/lsp/diagnostic_consumer.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/lsp/gguf_diagnostic_provider.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/lsp/hotpatch_symbol_provider.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/lsp/lsp_hotpatch_bridge.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/lsp/RawrXD_LSPServer.cpp","RawrXD_LSPServer","executable","false","supporting production","true","false","false","false","false","true","","false","6930"
"src/lsp/RawrXD_LSPServer.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/marketplace/extension_marketplace.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/masm/rawrxd_math_masm.asm","InferenceEngine","library","false","supporting production","true","false","false","false","false","true","","false","3494"
"src/masm/rawrxd_math_masm.asm","TestMASMInference","executable","true","test","false","false","false","true","false","true","","false","7033"
"src/masm/rawrxd_transformer_full.asm","TestMASMInference","executable","true","test","false","false","false","true","false","true","","false","7033"
"src/masm/rawrxd_transformer_masm_fixed.asm","InferenceEngine","library","false","supporting production","true","false","false","false","false","true","","false","3494"
"src/masm/rawrxd_transformer_masm_fixed.asm","TestMASMInference","executable","true","test","false","false","false","true","false","true","","false","7033"
"src/mcp_integration.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/memory_core.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/memory/Q4WeightPreprocess.cpp","benchmark_dispatch_overhead","executable","true","benchmark","false","false","false","false","true","true","","false","7232"
"src/memory/Q4WeightPreprocess.cpp","benchmark_dispatch_pmc","executable","true","benchmark","false","false","false","false","true","true","","false","7378"
"src/memory/Q4WeightPreprocess.cpp","test_q4_asm_debug","executable","true","test","false","false","false","true","false","true","","false","7141"
"src/memory/Q4WeightPreprocess.cpp","test_q4_cache_alignment","executable","true","test","false","false","false","true","false","true","","false","7120"
"src/memory/Q4WeightPreprocess.cpp","test_q4_fused_pipeline","executable","true","test","false","false","false","true","false","true","","false","7099"
"src/memory/Q4WeightPreprocess.cpp","test_q4_scalar_simd","executable","true","test","false","false","false","true","false","true","","false","7185"
"src/memory/Q4WeightPreprocess.cpp","validate_end_to_end","executable","true","excluded/experimental","false","false","false","false","false","true","","false","7276"
"src/memory/SequentialBlowoffValve.cpp","Deep2Engine_IntegrationTest","executable","false","test","false","false","false","true","false","true","","false","4997"
"src/memory/SequentialBlowoffValve.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/memory/UnifiedMemoryPool.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/model_name_utils.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/model_registry.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/model_source_resolver.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/model_trainer.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/modules/autonomous_agentic_orchestrator.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/modules/codex_ultimate.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/modules/copilot_gap_closer.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/modules/crucible_engine.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/modules/engine_manager.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/modules/game_engine_manager.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/modules/quickjs_extension_host.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/modules/quickjs_vscode_bindings.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/modules/ReverseEngineering.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/modules/unity_engine_integration.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/modules/unreal_engine_integration.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/modules/vscode_extension_api.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/modules/vsix_loader_win32.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/monaco_gen.cpp","rawrxd-monaco-gen","executable","false","supporting production","true","false","false","false","false","false","","false","3541"
"src/multi_file_search.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/multimodal_engine/vision_encoder.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/nevm/nevm_execution_plan.cpp","benchmark_planner_amortization","executable","true","benchmark","false","false","false","false","true","true","","false","7255"
"src/nevm/nevm_execution_plan.cpp","nevm_determinism_validation","executable","true","test","false","false","false","true","false","true","","false","7300"
"src/nevm/nevm_execution_plan.cpp","nevm_stress_test","executable","true","test","false","false","false","true","false","true","","false","7324"
"src/nevm/nevm_execution_plan.cpp","validate_end_to_end","executable","true","excluded/experimental","false","false","false","false","false","true","","false","7276"
"src/nevm/nevm_kernel_bridge.cpp","benchmark_dispatch_overhead","executable","true","benchmark","false","false","false","false","true","true","","false","7232"
"src/nevm/nevm_kernel_bridge.cpp","benchmark_dispatch_pmc","executable","true","benchmark","false","false","false","false","true","true","","false","7378"
"src/nevm/nevm_kernel_bridge.cpp","benchmark_planner_amortization","executable","true","benchmark","false","false","false","false","true","true","","false","7255"
"src/nevm/nevm_kernel_bridge.cpp","nevm_determinism_validation","executable","true","test","false","false","false","true","false","true","","false","7300"
"src/nevm/nevm_kernel_bridge.cpp","validate_end_to_end","executable","true","excluded/experimental","false","false","false","false","false","true","","false","7276"
"src/nevm/nevm_mmu.cpp","nevm_stress_test","executable","true","test","false","false","false","true","false","true","","false","7324"
"src/nevm/nevm_tensor_descriptor.cpp","benchmark_dispatch_overhead","executable","true","benchmark","false","false","false","false","true","true","","false","7232"
"src/nevm/nevm_tensor_descriptor.cpp","benchmark_dispatch_pmc","executable","true","benchmark","false","false","false","false","true","true","","false","7378"
"src/nevm/nevm_tensor_descriptor.cpp","validate_end_to_end","executable","true","excluded/experimental","false","false","false","false","false","true","","false","7276"
"src/omega1_modules/OmegaPowerShellBridge.cpp","test_omega1_bridge","executable","true","test","false","false","false","true","false","true","omegapowershellbridge.cpp","false","508"
"src/plan_orchestrator.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/plugin_system/win32_plugin_loader.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/production_config_manager.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/profiling/flame_graph.cpp","flame_graph_profiler","library","false","supporting production","true","false","false","false","false","true","","false","7361"
"src/profiling/pmc_profiler.cpp","pmc_profiler","library","false","supporting production","true","false","false","false","false","true","","false","7347"
"src/project_context.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/rawrxd_inference.cpp","rawrxd","executable","true","excluded/experimental","false","false","false","false","false","true","","false","222"
"src/rawrxd_inference.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/rawrxd_inference.cpp","val_051_2_a_real_token","executable","true","excluded/experimental","false","false","false","false","false","true","","false","321"
"src/rawrxd_link_stubs.cpp","rawrxd","executable","true","excluded/experimental","false","false","false","false","false","true","","true","222"
"src/rawrxd_model_loader.cpp","rawrxd","executable","true","excluded/experimental","false","false","false","false","false","true","","false","222"
"src/rawrxd_model_loader.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/rawrxd_model_loader.cpp","val_051_2_a_real_token","executable","true","excluded/experimental","false","false","false","false","false","true","","false","321"
"src/rawrxd_sampler.cpp","rawrxd","executable","true","excluded/experimental","false","false","false","false","false","true","","false","6764"
"src/rawrxd_sampler.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/rawrxd_sampler.cpp","val_051_2_a_real_token","executable","true","excluded/experimental","false","false","false","false","false","true","","false","321"
"src/rawrxd_tokenizer.cpp","rawrxd","executable","true","excluded/experimental","false","false","false","false","false","true","","false","222"
"src/rawrxd_tokenizer.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/rawrxd_tokenizer.cpp","val_051_2_a_real_token","executable","true","excluded/experimental","false","false","false","false","false","true","","false","321"
"src/rawrxd_transformer.cpp","rawrxd","executable","true","excluded/experimental","false","false","false","false","false","true","","false","222"
"src/rawrxd_transformer.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/rawrxd_transformer.cpp","val_051_2_a_real_token","executable","true","excluded/experimental","false","false","false","false","false","true","","false","321"
"src/real_time_completion_engine.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/res/Resource.rc","rawrxd","executable","true","excluded/experimental","false","false","false","false","false","true","","false","222"
"src/reverse/ReverseEngine.cpp","Deep2_Production_Bench","executable","true","benchmark","false","false","false","false","true","true","","false","5763"
"src/reverse/ReverseModelLoader.cpp","Deep2_Production_Bench","executable","true","benchmark","false","false","false","false","true","true","","false","5763"
"src/rpc/SovereignRPC_Scheduler.cpp","test_simulator","executable","true","test","false","false","false","true","false","false","","false","7077"
"src/rpc/SovereignRPC_Simulator.cpp","test_simulator","executable","true","test","false","false","false","true","false","false","","false","7077"
"src/rpc/test_simulator.cpp","test_simulator","executable","true","test","false","false","false","true","false","false","","false","7077"
"src/runtime_core.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/runtime_patcher.cpp","SwarmSmokeTest","executable","true","test","false","false","false","true","false","true","","false","6649"
"src/runtime_surface/GenerationStopwatch.cpp","RawrXD-TpsSmoke","executable","true","benchmark","false","false","false","false","true","true","","false","6559"
"src/runtime_surface/GenerationStopwatch.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/runtime_surface/RuntimeSurfaceModule.cpp","RawrXD-TpsSmoke","executable","true","benchmark","false","false","false","false","true","true","","false","6559"
"src/runtime_surface/RuntimeSurfaceModule.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/runtime/GenerationBouncer.cpp","rawrxd","executable","true","excluded/experimental","false","false","false","false","false","true","","false","222"
"src/runtime/GenerationBouncer.cpp","RawrXD-Generate","executable","true","excluded/experimental","false","false","false","false","false","false","","false","3410"
"src/sampling/advanced_sampler.cpp","Deep2_Production_Bench","executable","true","benchmark","false","false","false","false","true","true","","false","5763"
"src/script/debug/minimal_dap_server.cpp","RawrXDScriptDAPAdapter","executable","false","supporting production","true","false","false","false","false","true","","false","6958"
"src/security/dependency_audit.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/security/InputSanitizer.cpp","RawrEngine","executable","false","shipped/product","true","false","false","false","false","false","","false","1967"
"src/security/InputSanitizer.cpp","RawrXD_Gold","executable","false","shipped/product","true","false","false","false","false","false","","false","2376"
"src/security/InputSanitizer.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/security/sast_rule_engine.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/security/secrets_scanner.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/security/SecurityHardening.cpp","RawrEngine","executable","false","shipped/product","true","false","false","false","false","false","","false","1967"
"src/security/uac_bypass_impl_stub.cpp","RawrXD-Crypto","library","false","supporting production","true","false","false","false","false","true","","true","5520"
"src/server/gguf_server_hotpatch.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/soloide/AI/AdvancedCodingAgent.cpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/AI/AdvancedCodingAgent.hpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/AI/CompletionEngine.cpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/AI/CompletionEngine.hpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/AI/MultiModalModelRouter.cpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/AI/MultiModalModelRouter.hpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/Core/Bus.cpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/Core/Bus.hpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/Debug/DAPClient.cpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/Debug/DAPClient.hpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/LSP/LSPClient.cpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/LSP/LSPClient.hpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/main.cpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/UI/Panels/ChatPanel.cpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/UI/Panels/ChatPanel.hpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/UI/Panels/DebugPanel.cpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/UI/Panels/DebugPanel.hpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/UI/Panels/EditorPanel.cpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/UI/Panels/EditorPanel.hpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/UI/Panels/ProjectPanel.cpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/UI/Panels/ProjectPanel.hpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/UI/Panels/StatusPanel.cpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/UI/Panels/StatusPanel.hpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/UI/Panels/TerminalPanel.cpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/UI/Panels/TerminalPanel.hpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/UI/SoloIDE.cpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/soloide/UI/SoloIDE.hpp","RawrXD-SoloIDE","executable","false","supporting production","true","false","false","false","false","true","","false","7471"
"src/sovereign_autonomy/SovereignAgentRuntime.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/sovereign_autonomy/SovereignBlackboard.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/sovereign_autonomy/SovereignCritic.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/sovereign_autonomy/SovereignMissionPlanner.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/sovereign_autonomy/SovereignReflectionEngine.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/sovereign_autonomy/SovereignTaskGraph.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
"src/sovereign/agent/AgentGraphRuntime.cpp","SovereignTest_AutonomousAgent","executable","true","test","false","false","false","true","false","true","","false","5901"
"src/sovereign/agent/AutonomousAgent.cpp","SovereignTest_AutonomousAgent","executable","true","test","false","false","false","true","false","true","autonomousagent.cpp","false","5901"
"src/sovereign/awareness/SystemAwareness.cpp","RawrXD-Win32IDE","executable","false","shipped/product","true","true","false","false","false","true","","false","5079"
