ARCH-CERT-001: GGUF Tensor/Operation Inventory
Model: F:\~dev\Qwen3.5-40B-Q4_K_M.gguf
GGUF version: 3
Tensor count: 1275
Tensor data offset: 11020224

=== Category Summary ===
Category,Count,ApproxSize
embedding,1,1271398400
attention,360,7801909248
ffn,288,25669140480
norm,96,491520
output,26,2026378240
ssm,432,2300329728
conv,72,2949120

=== Full Inventory ===
Name,Type,Shape,Offset,Size,Category
blk.25.ffn_down.weight,Q4_K,17408x5120,7679365696,89128960,ffn
blk.25.ffn_gate.weight,Q4_K,5120x17408,7729500736,89128960,ffn
blk.25.ffn_up.weight,Q4_K,5120x17408,7779635776,89128960,ffn
blk.25.post_attention_norm.weight,F32,5120,7829770816,5120,norm
blk.25.ssm_a,F32,48,7829791296,48,ssm
blk.25.ssm_alpha.weight,Q4_K,5120x48,7829791488,245760,ssm
blk.25.ssm_beta.weight,Q4_K,5120x48,7829929728,245760,ssm
blk.25.ssm_conv1d.weight,F32,4x10240,7830067968,40960,conv
blk.25.ssm_dt.bias,F32,48,7830231808,48,ssm
blk.25.ssm_norm.weight,F32,128,7830232000,128,ssm
blk.25.ssm_out.weight,Q4_K,6144x5120,7830232512,31457280,ssm
blk.26.attn_gate.weight,Q4_K,5120x6144,7847927232,31457280,attention
blk.26.attn_norm.weight,F32,5120,7865621952,5120,attention
blk.26.attn_qkv.weight,Q5_K,5120x10240,7865642432,52428800,attention
blk.26.ffn_down.weight,Q6_K,17408x5120,7901687232,89128960,ffn
blk.26.ffn_gate.weight,Q4_K,5120x17408,7974800832,89128960,ffn
blk.26.ffn_up.weight,Q4_K,5120x17408,8024935872,89128960,ffn
blk.26.post_attention_norm.weight,F32,5120,8075070912,5120,norm
blk.26.ssm_a,F32,48,8075091392,48,ssm
blk.26.ssm_alpha.weight,Q4_K,5120x48,8075091584,245760,ssm
blk.26.ssm_beta.weight,Q4_K,5120x48,8075229824,245760,ssm
blk.26.ssm_conv1d.weight,F32,4x10240,8075368064,40960,conv
blk.26.ssm_dt.bias,F32,48,8075531904,48,ssm
blk.26.ssm_norm.weight,F32,128,8075532096,128,ssm
blk.26.ssm_out.weight,Q4_K,6144x5120,8075532608,31457280,ssm
blk.27.attn_k.weight,Q4_K,5120x1024,8093227328,5242880,attention
blk.27.attn_k_norm.weight,F32,256,8096176448,256,attention
blk.27.attn_norm.weight,F32,5120,8096177472,5120,attention
blk.27.attn_output.weight,Q4_K,6144x5120,8096197952,31457280,output
blk.27.attn_q.weight,Q4_K,5120x12288,8113892672,62914560,attention
blk.27.attn_q_norm.weight,F32,256,8149282112,256,attention
blk.27.attn_v.weight,Q6_K,5120x1024,8149283136,5242880,attention
blk.27.ffn_down.weight,Q4_K,17408x5120,8153583936,89128960,ffn
blk.27.ffn_gate.weight,Q4_K,5120x17408,8203718976,89128960,ffn
blk.27.ffn_up.weight,Q4_K,5120x17408,8253854016,89128960,ffn
blk.27.post_attention_norm.weight,F32,5120,8303989056,5120,norm
blk.28.attn_gate.weight,Q4_K,5120x6144,8304009536,31457280,attention
blk.28.attn_norm.weight,F32,5120,8321704256,5120,attention
blk.28.attn_qkv.weight,Q5_K,5120x10240,8321724736,52428800,attention
blk.28.ffn_down.weight,Q4_K,17408x5120,8357769536,89128960,ffn
blk.28.ffn_gate.weight,Q4_K,5120x17408,8407904576,89128960,ffn
blk.28.ffn_up.weight,Q4_K,5120x17408,8458039616,89128960,ffn
blk.28.post_attention_norm.weight,F32,5120,8508174656,5120,norm
blk.28.ssm_a,F32,48,8508195136,48,ssm
blk.28.ssm_alpha.weight,Q4_K,5120x48,8508195328,245760,ssm
blk.28.ssm_beta.weight,Q4_K,5120x48,8508333568,245760,ssm
blk.28.ssm_conv1d.weight,F32,4x10240,8508471808,40960,conv
blk.28.ssm_dt.bias,F32,48,8508635648,48,ssm
blk.28.ssm_norm.weight,F32,128,8508635840,128,ssm
blk.28.ssm_out.weight,Q4_K,6144x5120,8508636352,31457280,ssm
blk.29.attn_gate.weight,Q4_K,5120x6144,8526331072,31457280,attention
blk.29.attn_norm.weight,F32,5120,8544025792,5120,attention
blk.29.attn_qkv.weight,Q5_K,5120x10240,8544046272,52428800,attention
blk.29.ffn_down.weight,Q6_K,17408x5120,8580091072,89128960,ffn
blk.29.ffn_gate.weight,Q4_K,5120x17408,8653204672,89128960,ffn
blk.29.ffn_up.weight,Q4_K,5120x17408,8703339712,89128960,ffn
blk.29.post_attention_norm.weight,F32,5120,8753474752,5120,norm
blk.29.ssm_a,F32,48,8753495232,48,ssm
blk.29.ssm_alpha.weight,Q4_K,5120x48,8753495424,245760,ssm
blk.29.ssm_beta.weight,Q4_K,5120x48,8753633664,245760,ssm
blk.29.ssm_conv1d.weight,F32,4x10240,8753771904,40960,conv
blk.29.ssm_dt.bias,F32,48,8753935744,48,ssm
blk.29.ssm_norm.weight,F32,128,8753935936,128,ssm
blk.29.ssm_out.weight,Q4_K,6144x5120,8753936448,31457280,ssm
blk.30.attn_gate.weight,Q4_K,5120x6144,8771631168,31457280,attention
blk.30.attn_norm.weight,F32,5120,8789325888,5120,attention
blk.30.attn_qkv.weight,Q5_K,5120x10240,8789346368,52428800,attention
blk.30.ffn_down.weight,Q4_K,17408x5120,8825391168,89128960,ffn
blk.30.ffn_gate.weight,Q4_K,5120x17408,8875526208,89128960,ffn
blk.30.ffn_up.weight,Q4_K,5120x17408,8925661248,89128960,ffn
blk.30.post_attention_norm.weight,F32,5120,8975796288,5120,norm
blk.30.ssm_a,F32,48,8975816768,48,ssm
blk.30.ssm_alpha.weight,Q4_K,5120x48,8975816960,245760,ssm
blk.30.ssm_beta.weight,Q4_K,5120x48,8975955200,245760,ssm
blk.30.ssm_conv1d.weight,F32,4x10240,8976093440,40960,conv
blk.30.ssm_dt.bias,F32,48,8976257280,48,ssm
blk.30.ssm_norm.weight,F32,128,8976257472,128,ssm
blk.30.ssm_out.weight,Q4_K,6144x5120,8976257984,31457280,ssm
blk.31.attn_k.weight,Q4_K,5120x1024,8993952704,5242880,attention
blk.31.attn_k_norm.weight,F32,256,8996901824,256,attention
blk.31.attn_norm.weight,F32,5120,8996902848,5120,attention
blk.31.attn_output.weight,Q4_K,6144x5120,8996923328,31457280,output
blk.31.attn_q.weight,Q4_K,5120x12288,9014618048,62914560,attention
blk.31.attn_q_norm.weight,F32,256,9050007488,256,attention
blk.31.attn_v.weight,Q6_K,5120x1024,9050008512,5242880,attention
blk.31.ffn_down.weight,Q4_K,17408x5120,9054309312,89128960,ffn
blk.31.ffn_gate.weight,Q4_K,5120x17408,9104444352,89128960,ffn
blk.31.ffn_up.weight,Q4_K,5120x17408,9154579392,89128960,ffn
blk.31.post_attention_norm.weight,F32,5120,9204714432,5120,norm
blk.32.attn_gate.weight,Q4_K,5120x6144,9204734912,31457280,attention
blk.32.attn_norm.weight,F32,5120,9222429632,5120,attention
blk.32.attn_qkv.weight,Q5_K,5120x10240,9222450112,52428800,attention
blk.32.ffn_down.weight,Q6_K,17408x5120,9258494912,89128960,ffn
blk.32.ffn_gate.weight,Q4_K,5120x17408,9331608512,89128960,ffn
blk.32.ffn_up.weight,Q4_K,5120x17408,9381743552,89128960,ffn
blk.32.post_attention_norm.weight,F32,5120,9431878592,5120,norm
blk.32.ssm_a,F32,48,9431899072,48,ssm
blk.32.ssm_alpha.weight,Q4_K,5120x48,9431899264,245760,ssm
blk.32.ssm_beta.weight,Q4_K,5120x48,9432037504,245760,ssm
blk.32.ssm_conv1d.weight,F32,4x10240,9432175744,40960,conv
blk.32.ssm_dt.bias,F32,48,9432339584,48,ssm
blk.32.ssm_norm.weight,F32,128,9432339776,128,ssm
blk.32.ssm_out.weight,Q4_K,6144x5120,9432340288,31457280,ssm
blk.33.attn_gate.weight,Q4_K,5120x6144,9450035008,31457280,attention
blk.33.attn_norm.weight,F32,5120,9467729728,5120,attention
blk.33.attn_qkv.weight,Q5_K,5120x10240,9467750208,52428800,attention
blk.33.ffn_down.weight,Q4_K,17408x5120,9503795008,89128960,ffn
blk.33.ffn_gate.weight,Q4_K,5120x17408,9553930048,89128960,ffn
blk.33.ffn_up.weight,Q4_K,5120x17408,9604065088,89128960,ffn
blk.33.post_attention_norm.weight,F32,5120,9654200128,5120,norm
blk.33.ssm_a,F32,48,9654220608,48,ssm
blk.33.ssm_alpha.weight,Q4_K,5120x48,9654220800,245760,ssm
blk.33.ssm_beta.weight,Q4_K,5120x48,9654359040,245760,ssm
blk.33.ssm_conv1d.weight,F32,4x10240,9654497280,40960,conv
blk.33.ssm_dt.bias,F32,48,9654661120,48,ssm
blk.33.ssm_norm.weight,F32,128,9654661312,128,ssm
blk.33.ssm_out.weight,Q4_K,6144x5120,9654661824,31457280,ssm
blk.34.attn_gate.weight,Q4_K,5120x6144,9672356544,31457280,attention
blk.34.attn_norm.weight,F32,5120,9690051264,5120,attention
blk.34.attn_qkv.weight,Q5_K,5120x10240,9690071744,52428800,attention
blk.34.ffn_down.weight,Q4_K,17408x5120,9726116544,89128960,ffn
blk.34.ffn_gate.weight,Q4_K,5120x17408,9776251584,89128960,ffn
blk.34.ffn_up.weight,Q4_K,5120x17408,9826386624,89128960,ffn
blk.34.post_attention_norm.weight,F32,5120,9876521664,5120,norm
blk.34.ssm_a,F32,48,9876542144,48,ssm
blk.34.ssm_alpha.weight,Q4_K,5120x48,9876542336,245760,ssm
blk.34.ssm_beta.weight,Q4_K,5120x48,9876680576,245760,ssm
blk.34.ssm_conv1d.weight,F32,4x10240,9876818816,40960,conv
blk.34.ssm_dt.bias,F32,48,9876982656,48,ssm
blk.34.ssm_norm.weight,F32,128,9876982848,128,ssm
blk.34.ssm_out.weight,Q4_K,6144x5120,9876983360,31457280,ssm
blk.35.attn_k.weight,Q4_K,5120x1024,9894678080,5242880,attention
blk.35.attn_k_norm.weight,F32,256,9897627200,256,attention
blk.35.attn_norm.weight,F32,5120,9897628224,5120,attention
blk.35.attn_output.weight,Q4_K,6144x5120,9897648704,31457280,output
blk.35.attn_q.weight,Q4_K,5120x12288,9915343424,62914560,attention
blk.35.attn_q_norm.weight,F32,256,9950732864,256,attention
blk.35.attn_v.weight,Q6_K,5120x1024,9950733888,5242880,attention
blk.35.ffn_down.weight,Q6_K,17408x5120,9955034688,89128960,ffn
blk.35.ffn_gate.weight,Q4_K,5120x17408,10028148288,89128960,ffn
blk.35.ffn_up.weight,Q4_K,5120x17408,10078283328,89128960,ffn
blk.35.post_attention_norm.weight,F32,5120,10128418368,5120,norm
blk.36.attn_gate.weight,Q4_K,5120x6144,10128438848,31457280,attention
blk.36.attn_norm.weight,F32,5120,10146133568,5120,attention
blk.36.attn_qkv.weight,Q5_K,5120x10240,10146154048,52428800,attention
blk.36.ffn_down.weight,Q4_K,17408x5120,10182198848,89128960,ffn
blk.36.ffn_gate.weight,Q4_K,5120x17408,10232333888,89128960,ffn
blk.36.ffn_up.weight,Q4_K,5120x17408,10282468928,89128960,ffn
blk.36.post_attention_norm.weight,F32,5120,10332603968,5120,norm
blk.36.ssm_a,F32,48,10332624448,48,ssm
blk.36.ssm_alpha.weight,Q4_K,5120x48,10332624640,245760,ssm
blk.36.ssm_beta.weight,Q4_K,5120x48,10332762880,245760,ssm
blk.36.ssm_conv1d.weight,F32,4x10240,10332901120,40960,conv
blk.36.ssm_dt.bias,F32,48,10333064960,48,ssm
blk.36.ssm_norm.weight,F32,128,10333065152,128,ssm
blk.36.ssm_out.weight,Q4_K,6144x5120,10333065664,31457280,ssm
blk.37.attn_gate.weight,Q4_K,5120x6144,10350760384,31457280,attention
blk.37.attn_norm.weight,F32,5120,10368455104,5120,attention
blk.37.attn_qkv.weight,Q5_K,5120x10240,10368475584,52428800,attention
blk.37.ffn_down.weight,Q4_K,17408x5120,10404520384,89128960,ffn
blk.37.ffn_gate.weight,Q4_K,5120x17408,10454655424,89128960,ffn
blk.37.ffn_up.weight,Q4_K,5120x17408,10504790464,89128960,ffn
blk.37.post_attention_norm.weight,F32,5120,10554925504,5120,norm
blk.37.ssm_a,F32,48,10554945984,48,ssm
blk.37.ssm_alpha.weight,Q4_K,5120x48,10554946176,245760,ssm
blk.37.ssm_beta.weight,Q4_K,5120x48,10555084416,245760,ssm
blk.37.ssm_conv1d.weight,F32,4x10240,10555222656,40960,conv
blk.37.ssm_dt.bias,F32,48,10555386496,48,ssm
blk.37.ssm_norm.weight,F32,128,10555386688,128,ssm
blk.37.ssm_out.weight,Q4_K,6144x5120,10555387200,31457280,ssm
blk.38.attn_gate.weight,Q4_K,5120x6144,10573081920,31457280,attention
blk.38.attn_norm.weight,F32,5120,10590776640,5120,attention
blk.38.attn_qkv.weight,Q5_K,5120x10240,10590797120,52428800,attention
blk.38.ffn_down.weight,Q6_K,17408x5120,10626841920,89128960,ffn
blk.38.ffn_gate.weight,Q4_K,5120x17408,10699955520,89128960,ffn
blk.38.ffn_up.weight,Q4_K,5120x17408,10750090560,89128960,ffn
blk.38.post_attention_norm.weight,F32,5120,10800225600,5120,norm
blk.38.ssm_a,F32,48,10800246080,48,ssm
blk.38.ssm_alpha.weight,Q4_K,5120x48,10800246272,245760,ssm
blk.38.ssm_beta.weight,Q4_K,5120x48,10800384512,245760,ssm
blk.38.ssm_conv1d.weight,F32,4x10240,10800522752,40960,conv
blk.38.ssm_dt.bias,F32,48,10800686592,48,ssm
blk.38.ssm_norm.weight,F32,128,10800686784,128,ssm
blk.38.ssm_out.weight,Q4_K,6144x5120,10800687296,31457280,ssm
blk.39.attn_k.weight,Q4_K,5120x1024,10818382016,5242880,attention
blk.39.attn_k_norm.weight,F32,256,10821331136,256,attention
blk.39.attn_norm.weight,F32,5120,10821332160,5120,attention
blk.39.attn_output.weight,Q4_K,6144x5120,10821352640,31457280,output
blk.39.attn_q.weight,Q4_K,5120x12288,10839047360,62914560,attention
blk.39.attn_q_norm.weight,F32,256,10874436800,256,attention
blk.39.attn_v.weight,Q6_K,5120x1024,10874437824,5242880,attention
blk.39.ffn_down.weight,Q4_K,17408x5120,10878738624,89128960,ffn
blk.39.ffn_gate.weight,Q4_K,5120x17408,10928873664,89128960,ffn
blk.39.ffn_up.weight,Q4_K,5120x17408,10979008704,89128960,ffn
blk.39.post_attention_norm.weight,F32,5120,11029143744,5120,norm
blk.40.attn_gate.weight,Q4_K,5120x6144,11029164224,31457280,attention
blk.40.attn_norm.weight,F32,5120,11046858944,5120,attention
blk.40.attn_qkv.weight,Q5_K,5120x10240,11046879424,52428800,attention
blk.40.ffn_down.weight,Q4_K,17408x5120,11082924224,89128960,ffn
blk.40.ffn_gate.weight,Q4_K,5120x17408,11133059264,89128960,ffn
blk.40.ffn_up.weight,Q4_K,5120x17408,11183194304,89128960,ffn
blk.40.post_attention_norm.weight,F32,5120,11233329344,5120,norm
blk.40.ssm_a,F32,48,11233349824,48,ssm
blk.40.ssm_alpha.weight,Q4_K,5120x48,11233350016,245760,ssm
blk.40.ssm_beta.weight,Q4_K,5120x48,11233488256,245760,ssm
blk.40.ssm_conv1d.weight,F32,4x10240,11233626496,40960,conv
blk.40.ssm_dt.bias,F32,48,11233790336,48,ssm
blk.40.ssm_norm.weight,F32,128,11233790528,128,ssm
blk.40.ssm_out.weight,Q4_K,6144x5120,11233791040,31457280,ssm
blk.41.attn_gate.weight,Q4_K,5120x6144,11251485760,31457280,attention
blk.41.attn_norm.weight,F32,5120,11269180480,5120,attention
blk.41.attn_qkv.weight,Q5_K,5120x10240,11269200960,52428800,attention
blk.41.ffn_down.weight,Q6_K,17408x5120,11305245760,89128960,ffn
blk.41.ffn_gate.weight,Q4_K,5120x17408,11378359360,89128960,ffn
blk.41.ffn_up.weight,Q4_K,5120x17408,11428494400,89128960,ffn
blk.41.post_attention_norm.weight,F32,5120,11478629440,5120,norm
blk.41.ssm_a,F32,48,11478649920,48,ssm
blk.41.ssm_alpha.weight,Q4_K,5120x48,11478650112,245760,ssm
blk.41.ssm_beta.weight,Q4_K,5120x48,11478788352,245760,ssm
blk.41.ssm_conv1d.weight,F32,4x10240,11478926592,40960,conv
blk.41.ssm_dt.bias,F32,48,11479090432,48,ssm
blk.41.ssm_norm.weight,F32,128,11479090624,128,ssm
blk.41.ssm_out.weight,Q4_K,6144x5120,11479091136,31457280,ssm
blk.42.attn_gate.weight,Q4_K,5120x6144,11496785856,31457280,attention
blk.42.attn_norm.weight,F32,5120,11514480576,5120,attention
blk.42.attn_qkv.weight,Q5_K,5120x10240,11514501056,52428800,attention
blk.42.ffn_down.weight,Q4_K,17408x5120,11550545856,89128960,ffn
blk.42.ffn_gate.weight,Q4_K,5120x17408,11600680896,89128960,ffn
blk.42.ffn_up.weight,Q4_K,5120x17408,11650815936,89128960,ffn
blk.42.post_attention_norm.weight,F32,5120,11700950976,5120,norm
blk.42.ssm_a,F32,48,11700971456,48,ssm
blk.42.ssm_alpha.weight,Q4_K,5120x48,11700971648,245760,ssm
blk.42.ssm_beta.weight,Q4_K,5120x48,11701109888,245760,ssm
blk.42.ssm_conv1d.weight,F32,4x10240,11701248128,40960,conv
blk.42.ssm_dt.bias,F32,48,11701411968,48,ssm
blk.42.ssm_norm.weight,F32,128,11701412160,128,ssm
blk.42.ssm_out.weight,Q4_K,6144x5120,11701412672,31457280,ssm
blk.43.attn_k.weight,Q4_K,5120x1024,11719107392,5242880,attention
blk.43.attn_k_norm.weight,F32,256,11722056512,256,attention
blk.43.attn_norm.weight,F32,5120,11722057536,5120,attention
blk.43.attn_output.weight,Q4_K,6144x5120,11722078016,31457280,output
blk.43.attn_q.weight,Q4_K,5120x12288,11739772736,62914560,attention
blk.43.attn_q_norm.weight,F32,256,11775162176,256,attention
blk.43.attn_v.weight,Q6_K,5120x1024,11775163200,5242880,attention
blk.43.ffn_down.weight,Q4_K,17408x5120,11779464000,89128960,ffn
blk.43.ffn_gate.weight,Q4_K,5120x17408,11829599040,89128960,ffn
blk.43.ffn_up.weight,Q4_K,5120x17408,11879734080,89128960,ffn
blk.43.post_attention_norm.weight,F32,5120,11929869120,5120,norm
blk.44.attn_gate.weight,Q4_K,5120x6144,11929889600,31457280,attention
blk.44.attn_norm.weight,F32,5120,11947584320,5120,attention
blk.44.attn_qkv.weight,Q5_K,5120x10240,11947604800,52428800,attention
blk.44.ffn_down.weight,Q6_K,17408x5120,11983649600,89128960,ffn
blk.44.ffn_gate.weight,Q4_K,5120x17408,12056763200,89128960,ffn
blk.44.ffn_up.weight,Q4_K,5120x17408,12106898240,89128960,ffn
blk.44.post_attention_norm.weight,F32,5120,12157033280,5120,norm
blk.44.ssm_a,F32,48,12157053760,48,ssm
blk.44.ssm_alpha.weight,Q4_K,5120x48,12157053952,245760,ssm
blk.44.ssm_beta.weight,Q4_K,5120x48,12157192192,245760,ssm
blk.44.ssm_conv1d.weight,F32,4x10240,12157330432,40960,conv
blk.44.ssm_dt.bias,F32,48,12157494272,48,ssm
blk.44.ssm_norm.weight,F32,128,12157494464,128,ssm
blk.44.ssm_out.weight,Q4_K,6144x5120,12157494976,31457280,ssm
blk.45.attn_gate.weight,Q4_K,5120x6144,12175189696,31457280,attention
blk.45.attn_norm.weight,F32,5120,12192884416,5120,attention
blk.45.attn_qkv.weight,Q5_K,5120x10240,12192904896,52428800,attention
blk.45.ffn_down.weight,Q4_K,17408x5120,12228949696,89128960,ffn
blk.45.ffn_gate.weight,Q4_K,5120x17408,12279084736,89128960,ffn
blk.45.ffn_up.weight,Q4_K,5120x17408,12329219776,89128960,ffn
blk.45.post_attention_norm.weight,F32,5120,12379354816,5120,norm
blk.45.ssm_a,F32,48,12379375296,48,ssm
blk.45.ssm_alpha.weight,Q4_K,5120x48,12379375488,245760,ssm
blk.45.ssm_beta.weight,Q4_K,5120x48,12379513728,245760,ssm
blk.45.ssm_conv1d.weight,F32,4x10240,12379651968,40960,conv
blk.45.ssm_dt.bias,F32,48,12379815808,48,ssm
blk.45.ssm_norm.weight,F32,128,12379816000,128,ssm
blk.45.ssm_out.weight,Q4_K,6144x5120,12379816512,31457280,ssm
blk.46.attn_gate.weight,Q4_K,5120x6144,12397511232,31457280,attention
blk.46.attn_norm.weight,F32,5120,12415205952,5120,attention
blk.46.attn_qkv.weight,Q5_K,5120x10240,12415226432,52428800,attention
blk.46.ffn_down.weight,Q4_K,17408x5120,12451271232,89128960,ffn
blk.46.ffn_gate.weight,Q4_K,5120x17408,12501406272,89128960,ffn
blk.46.ffn_up.weight,Q4_K,5120x17408,12551541312,89128960,ffn
blk.46.post_attention_norm.weight,F32,5120,12601676352,5120,norm
blk.46.ssm_a,F32,48,12601696832,48,ssm
blk.46.ssm_alpha.weight,Q4_K,5120x48,12601697024,245760,ssm
blk.46.ssm_beta.weight,Q4_K,5120x48,12601835264,245760,ssm
blk.46.ssm_conv1d.weight,F32,4x10240,12601973504,40960,conv
blk.46.ssm_dt.bias,F32,48,12602137344,48,ssm
blk.46.ssm_norm.weight,F32,128,12602137536,128,ssm
blk.46.ssm_out.weight,Q4_K,6144x5120,12602138048,31457280,ssm
blk.47.attn_k.weight,Q4_K,5120x1024,12619832768,5242880,attention
blk.47.attn_k_norm.weight,F32,256,12622781888,256,attention
blk.47.attn_norm.weight,F32,5120,12622782912,5120,attention
blk.47.attn_output.weight,Q4_K,6144x5120,12622803392,31457280,output
blk.47.attn_q.weight,Q4_K,5120x12288,12640498112,62914560,attention
blk.47.attn_q_norm.weight,F32,256,12675887552,256,attention
blk.47.attn_v.weight,Q6_K,5120x1024,12675888576,5242880,attention
blk.47.ffn_down.weight,Q6_K,17408x5120,12680189376,89128960,ffn
blk.47.ffn_gate.weight,Q4_K,5120x17408,12753302976,89128960,ffn
blk.47.ffn_up.weight,Q4_K,5120x17408,12803438016,89128960,ffn
blk.47.post_attention_norm.weight,F32,5120,12853573056,5120,norm
blk.48.attn_gate.weight,Q4_K,5120x6144,12853593536,31457280,attention
blk.48.attn_norm.weight,F32,5120,12871288256,5120,attention
blk.48.attn_qkv.weight,Q5_K,5120x10240,12871308736,52428800,attention
blk.48.ffn_down.weight,Q4_K,17408x5120,12907353536,89128960,ffn
blk.48.ffn_gate.weight,Q4_K,5120x17408,12957488576,89128960,ffn
blk.48.ffn_up.weight,Q4_K,5120x17408,13007623616,89128960,ffn
blk.48.post_attention_norm.weight,F32,5120,13057758656,5120,norm
blk.48.ssm_a,F32,48,13057779136,48,ssm
blk.48.ssm_alpha.weight,Q4_K,5120x48,13057779328,245760,ssm
blk.48.ssm_beta.weight,Q4_K,5120x48,13057917568,245760,ssm
blk.48.ssm_conv1d.weight,F32,4x10240,13058055808,40960,conv
blk.48.ssm_dt.bias,F32,48,13058219648,48,ssm
blk.48.ssm_norm.weight,F32,128,13058219840,128,ssm
blk.48.ssm_out.weight,Q4_K,6144x5120,13058220352,31457280,ssm
blk.49.attn_gate.weight,Q4_K,5120x6144,13075915072,31457280,attention
blk.49.attn_norm.weight,F32,5120,13093609792,5120,attention
blk.49.attn_qkv.weight,Q5_K,5120x10240,13093630272,52428800,attention
blk.49.ffn_down.weight,Q4_K,17408x5120,13129675072,89128960,ffn
blk.49.ffn_gate.weight,Q4_K,5120x17408,13179810112,89128960,ffn
blk.49.ffn_up.weight,Q4_K,5120x17408,13229945152,89128960,ffn
blk.49.post_attention_norm.weight,F32,5120,13280080192,5120,norm
blk.49.ssm_a,F32,48,13280100672,48,ssm
blk.49.ssm_alpha.weight,Q4_K,5120x48,13280100864,245760,ssm
blk.49.ssm_beta.weight,Q4_K,5120x48,13280239104,245760,ssm
blk.49.ssm_conv1d.weight,F32,4x10240,13280377344,40960,conv
blk.49.ssm_dt.bias,F32,48,13280541184,48,ssm
blk.49.ssm_norm.weight,F32,128,13280541376,128,ssm
blk.49.ssm_out.weight,Q4_K,6144x5120,13280541888,31457280,ssm
blk.50.attn_gate.weight,Q4_K,5120x6144,13298236608,31457280,attention
blk.50.attn_norm.weight,F32,5120,13315931328,5120,attention
blk.50.attn_qkv.weight,Q5_K,5120x10240,13315951808,52428800,attention
blk.50.ffn_down.weight,Q6_K,17408x5120,13351996608,89128960,ffn
blk.50.ffn_gate.weight,Q4_K,5120x17408,13425110208,89128960,ffn
blk.50.ffn_up.weight,Q4_K,5120x17408,13475245248,89128960,ffn
blk.50.post_attention_norm.weight,F32,5120,13525380288,5120,norm
blk.50.ssm_a,F32,48,13525400768,48,ssm
blk.50.ssm_alpha.weight,Q4_K,5120x48,13525400960,245760,ssm
blk.50.ssm_beta.weight,Q4_K,5120x48,13525539200,245760,ssm
blk.50.ssm_conv1d.weight,F32,4x10240,13525677440,40960,conv
blk.50.ssm_dt.bias,F32,48,13525841280,48,ssm
blk.50.ssm_norm.weight,F32,128,13525841472,128,ssm
blk.50.ssm_out.weight,Q4_K,6144x5120,13525841984,31457280,ssm
blk.51.attn_k.weight,Q4_K,5120x1024,13543536704,5242880,attention
blk.51.attn_k_norm.weight,F32,256,13546485824,256,attention
blk.51.attn_norm.weight,F32,5120,13546486848,5120,attention
blk.51.attn_output.weight,Q4_K,6144x5120,13546507328,31457280,output
blk.51.attn_q.weight,Q4_K,5120x12288,13564202048,62914560,attention
blk.51.attn_q_norm.weight,F32,256,13599591488,256,attention
blk.51.attn_v.weight,Q4_K,5120x1024,13599592512,5242880,attention
blk.51.ffn_down.weight,Q4_K,17408x5120,13602541632,89128960,ffn
blk.51.ffn_gate.weight,Q4_K,5120x17408,13652676672,89128960,ffn
blk.51.ffn_up.weight,Q4_K,5120x17408,13702811712,89128960,ffn
blk.51.post_attention_norm.weight,F32,5120,13752946752,5120,norm
blk.52.attn_gate.weight,Q4_K,5120x6144,13752967232,31457280,attention
blk.52.attn_norm.weight,F32,5120,13770661952,5120,attention
blk.52.attn_qkv.weight,Q5_K,5120x10240,13770682432,52428800,attention
blk.52.ffn_down.weight,Q4_K,17408x5120,13806727232,89128960,ffn
blk.52.ffn_gate.weight,Q4_K,5120x17408,13856862272,89128960,ffn
blk.52.ffn_up.weight,Q4_K,5120x17408,13906997312,89128960,ffn
blk.52.post_attention_norm.weight,F32,5120,13957132352,5120,norm
blk.52.ssm_a,F32,48,13957152832,48,ssm
blk.52.ssm_alpha.weight,Q4_K,5120x48,13957153024,245760,ssm
blk.52.ssm_beta.weight,Q4_K,5120x48,13957291264,245760,ssm
blk.52.ssm_conv1d.weight,F32,4x10240,13957429504,40960,conv
blk.52.ssm_dt.bias,F32,48,13957593344,48,ssm
blk.52.ssm_norm.weight,F32,128,13957593536,128,ssm
blk.52.ssm_out.weight,Q4_K,6144x5120,13957594048,31457280,ssm
blk.53.attn_gate.weight,Q4_K,5120x6144,13975288768,31457280,attention
blk.53.attn_norm.weight,F32,5120,13992983488,5120,attention
blk.53.attn_qkv.weight,Q5_K,5120x10240,13993003968,52428800,attention
blk.53.ffn_down.weight,Q6_K,17408x5120,14029048768,89128960,ffn
blk.53.ffn_gate.weight,Q4_K,5120x17408,14102162368,89128960,ffn
blk.53.ffn_up.weight,Q4_K,5120x17408,14152297408,89128960,ffn
blk.53.post_attention_norm.weight,F32,5120,14202432448,5120,norm
blk.53.ssm_a,F32,48,14202452928,48,ssm
blk.53.ssm_alpha.weight,Q4_K,5120x48,14202453120,245760,ssm
blk.53.ssm_beta.weight,Q4_K,5120x48,14202591360,245760,ssm
blk.53.ssm_conv1d.weight,F32,4x10240,14202729600,40960,conv
blk.53.ssm_dt.bias,F32,48,14202893440,48,ssm
blk.53.ssm_norm.weight,F32,128,14202893632,128,ssm
blk.53.ssm_out.weight,Q4_K,6144x5120,14202894144,31457280,ssm
blk.54.attn_gate.weight,Q4_K,5120x6144,14220588864,31457280,attention
blk.54.attn_norm.weight,F32,5120,14238283584,5120,attention
blk.54.attn_qkv.weight,Q5_K,5120x10240,14238304064,52428800,attention
blk.54.ffn_down.weight,Q4_K,17408x5120,14274348864,89128960,ffn
